
    32   
    0    -0.9699350436	    0.04040732272
    1    0.9599966463	    0.07226080315
    2    -0.9170631143	    0.1302744402
    3    0.847663724	    0.3194812169
    4    -0.5164402643	    0.6543057671
    5    0.9512700453	    0.09326370557
    6    -0.9450592638	    0.08526644651
    7    0.9767470729	    0.02564784381
    8    -0.8574131928	    0.2921028874
    9    0.9244362091	    0.1747471867
    10   -0.9629766731	    0.05055507702
    11   0.8336400261	    0.290233374
    12   -0.8802741641	    0.1922838654
    13   0.7205369356	    0.3449630875
    14   -0.8983968543	    0.1989738174
    15   0.8373315524	    0.2308139255
    16   -0.8543937045	    0.2590029277
    17   0.846256275	    0.1944202246
    18   -0.8377541567	    0.280135609
    19   0.6470709847	    0.4375884068
    20   -0.7592957204	    0.3204331335
    21   0.8187403558	    0.3116132552
    22   -0.77587374	    0.3890762416
    23   0.7358942262	    0.4155018288
    24   -0.7557442434	    0.3676300345
    25   0.8290636844	    0.3083694441
    26   -0.8294008174	    0.3097621227
    27   0.9571967923	    0.09318822772
    28   -0.9599617634	    0.04842750446
    29   0.960368291	    0.05481429776
    30   -0.9580794481	    0.107304559
    31   0.9426323253	    0.1574751915
    32   0.9490994836	    0.09273982559
    33   -0.8069630871	    0.2982756672
    34   0.8820186966	    0.2824133534
    35   -0.6494427903	    0.4161728959
    36   0.7805948529	    0.4452299014
    37   -0.9447669896	    0.1518157914
    38   0.9503710931	    0.06757999581
    39   -0.944181623	    0.1179950545
    40   0.9275801213	    0.1012164596
    41   -0.9104089435	    0.160985732
    42   0.8842490658	    0.1626753749
    43   -0.7366028998	    0.3438286523
    44   0.7188094103	    0.386069264
    45   -0.6955599785	    0.3483116453
    46   0.7606688405	    0.3165586543
    47   -0.9057142341	    0.1461309336
    48   0.8673609371	    0.1652379852
    49   -0.9232482933	    0.1248715117
    50   0.8642551118	    0.2271808631
    51   -0.7930486177	    0.3328017719
    52   0.6947315116	    0.3869441835
    53   -0.7248185738	    0.4179305364
    54   0.7650404432	    0.3773384774
    55   -0.7081201041	    0.3846407482
    56   0.8666659654	    0.2861903454
    57   -0.7630288802	    0.3332914553
    58   0.9017495694	    0.2153299227
    59   -0.9366530838	    0.1220852974
    60   0.921954486	    0.1772231565
    61   -0.9333724375	    0.1688727089
    62   0.9816457758	    0.02290207966
    63   -0.9676307757	    0.06493391756
    64   -0.9131070766	    0.1258465976
    65   0.8466010389	    0.2844583667
    66   -0.7399548862	    0.404866435
    67   0.8446667604	    0.2465331873
    68   -0.5979253444	    0.5334811515
    69   0.8731255358	    0.1971895133
    70   -0.933981432	    0.0846222474
    71   0.9156660497	    0.1841815235
    72   -0.9560598136	    0.07293343669
    73   0.8329895902	    0.2248557438
    74   -0.5990709344	    0.4074060211
    75   0.4933230061	    0.4012021137
    76   -0.5413803375	    0.393188156
    77   0.6041229465	    0.3757474438
    78   -0.7602351374	    0.3684406017
    79   0.8115614054	    0.299579411
    80   -0.7686121403	    0.3148650498
    81   0.8896587641	    0.1844509535
    82   -0.8588584749	    0.2421242511
    83   0.7981497612	    0.2808651865
    84   -0.5943364192	    0.4142422412
    85   0.6365321094	    0.4089922015
    86   -0.616476462	    0.3994369774
    87   0.6747762511	    0.3874298223
    88   -0.6833346145	    0.4208480678
    89   0.7689529308	    0.3289595944
    90   -0.8008852844	    0.2986408518
    91   0.9676077748	    0.03089548886
    92   -0.9832280345	    0.02321629719
    93   0.9823460875	    0.0131966414
    94   -0.93057402	    0.1180882422
    95   0.9628438272	    0.05522554835
    96   0.8966189746	    0.1458831015
    97   -0.6258799383	    0.3785614473
    98   0.8130119514	    0.3351197178
    99   -0.5321921689	    0.4159679239
    100  0.759265866	    0.2801904535
    101  -0.6911312108	    0.3215807565
    102  0.9321631027	    0.08562872784
    103  -0.8293654908	    0.2140032387
    104  0.6862749997	    0.3597852522
    105  -0.6814372846	    0.370981893
    106  0.5392168566	    0.4154080808
    107  -0.2610065798	    0.4357082627
    108  0.3739478779	    0.5712203223
    109  -0.4595727529	    0.566570921
    110  0.6369377496	    0.5056301132
    111  -0.6309384349	    0.4524942723
    112  0.7301213557	    0.3286569279
    113  -0.7195087212	    0.3002022924
    114  0.832314965	    0.2612415578
    115  -0.6846448976	    0.3238309042
    116  0.669761387	    0.3450484304
    117  -0.4407295966	    0.5732256805
    118  0.5165062733	    0.5850714921
    119  -0.5703258037	    0.4912987712
    120  0.8097104912	    0.3093454073
    121  -0.6513468321	    0.3998016564
    122  0.8151019587	    0.2001416097
    123  -0.7532416975	    0.3710791445
    124  0.8539540065	    0.2751834888
    125  -0.8424733096	    0.2510120744
    126  0.8967012286	    0.1391954508
    127  -0.9081983163	    0.1257988096
    128  -0.4730741868	    0.5773139709
    129  0.5008569139	    0.5208117239
    130  -0.5322650704	    0.453949257
    131  0.646736163	    0.3369669586
    132  -0.1642359103	    0.564591988
    133  0.4788284214	    0.4334233074
    134  -0.4952450681	    0.4573638022
    135  0.6250496795	    0.3336744179
    136  -0.4739145025	    0.546853032
    137  0.483215707	    0.428814635
    138  -0.195251335	    0.5238134579
    139  0.1206040205	    0.4495839366
    140  -0.06360210233	    0.5179739694
    141  0.1913393213	    0.6291486706
    142  -0.4179829771	    0.5089904959
    143  0.5287896186	    0.4838977081
    144  -0.4426899944	    0.4293483573
    145  0.4874363116	    0.407295143
    146  -0.3087927637	    0.5456011901
    147  0.5079228783	    0.4194229155
    148  -0.4999692698	    0.5852687556
    149  0.458566371	    0.5425935284
    150  -0.5140399356	    0.6207391603
